0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.05	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.05	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.05	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27
0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
